CustomerID,Recency,Frequency,Monetary,R,F,M,Cluster,Segment
12916,139,4,186.79999999999998,0.4194528875379939,0.3,0.8190467838821414,8,
12920,18,1,7.95,0.05167173252279635,0.0,0.034857719121322406,0,Best Customers
12922,162,1,13.2,0.48936170212765956,0.0,0.05787696759766738,10,
12923,65,1,12.48,0.1945288753799392,0.0,0.05472004209234008,7,
12924,89,4,166.62000000000003,0.2674772036474164,0.3,0.7305651773578289,8,
12925,5,2,25.5,0.0121580547112462,0.1,0.11180777831367562,6,
12928,36,5,127.04,0.10638297872340426,0.4,0.5570219669399746,2,Churn Risk
12929,312,1,17.0,0.9452887537993921,0.0,0.07453851887578375,3,Big Spenders
12930,79,2,25.2,0.23708206686930092,0.1,0.11049239268645591,7,
12933,25,3,58.3,0.0729483282674772,0.2,0.25562327355636427,6,
12935,3,7,106.03,0.0060790273556231,0.6,0.4649011268470207,2,Churn Risk
12936,18,4,164.14000000000001,0.05167173252279635,0.3,0.7196913228394792,8,
12937,16,4,37.95,0.04559270516717325,0.3,0.16639628184329375,6,
12938,26,1,9.48,0.07598784194528875,0.0,0.04156618582014294,0,Best Customers
12940,55,2,25.3,0.1641337386018237,0.1,0.11093085456219583,7,
12942,132,3,41.25,0.3981762917933131,0.2,0.1808655237427106,13,
12944,36,2,39.699999999999996,0.10638297872340426,0.1,0.17406936466874204,6,
12945,289,1,25.5,0.8753799392097265,0.0,0.11180777831367562,3,Big Spenders
12948,17,7,207.9,0.0486322188449848,0.6,0.9115622396632613,12,
12949,31,8,113.96000000000001,0.0911854103343465,0.7,0.49967115359319514,2,Churn Risk
12950,3,3,143.4,0.0060790273556231,0.2,0.628754329811023,11,
12951,9,6,101.04,0.0243161094224924,0.5,0.44302187924759945,2,Churn Risk
12952,6,4,71.31,0.015197568389057751,0.3,0.31266716359012586,4,Low Value
12953,10,1,35.400000000000006,0.02735562310030395,0.0,0.1552155040119262,0,Best Customers
12956,307,1,3.75,0.9300911854103343,0.0,0.016442320340246418,3,Big Spenders
12957,10,8,129.66,0.02735562310030395,0.7,0.5685096680843601,2,Churn Risk
12962,8,2,37.650000000000006,0.02127659574468085,0.1,0.16508089621607405,6,
12963,9,8,185.15,0.0243161094224924,0.7,0.8118121629324331,12,
12965,90,1,8.25,0.270516717325228,0.0,0.036173104748542115,7,
12966,10,1,15.0,0.02735562310030395,0.0,0.06576928136098567,0,Best Customers
12968,113,1,15.0,0.3404255319148936,0.0,0.06576928136098567,7,
12970,8,4,25.05,0.02127659574468085,0.3,0.10983469987284607,6,
12974,198,1,15.9,0.5987841945288754,0.0,0.06971543824264481,1,Loyal Customers
12976,212,1,19.8,0.6413373860182371,0.0,0.08681545139650108,1,Loyal Customers
12977,157,1,8.5,0.47416413373860183,0.0,0.037269259437891875,10,
12981,30,2,54.48,0.08814589665653495,0.1,0.23887402990309992,6,
12982,243,1,10.4,0.7355623100303952,0.0,0.04560003507695006,1,Loyal Customers
12984,19,1,30.0,0.0547112462006079,0.0,0.13153856272197134,0,Best Customers
12985,1,2,49.2,0.0,0.1,0.215723242864033,6,
12987,74,2,37.2,0.22188449848024316,0.1,0.16310781777524447,7,
12988,293,1,4.25,0.8875379939209727,0.0,0.018634629718945937,3,Big Spenders
12990,32,3,120.9,0.09422492401215805,0.2,0.5301004077695445,11,
12991,24,2,65.0,0.06990881458966565,0.1,0.2850002192309379,6,
12993,24,4,64.15,0.06990881458966565,0.3,0.28127329328714873,4,Low Value
12994,5,3,61.2,0.0121580547112462,0.2,0.2683386679528215,6,
12995,86,1,38.160000000000004,0.25835866261398177,0.0,0.16731705178234754,7,
12997,23,4,98.28,0.0668693009118541,0.3,0.43092033147717806,11,
12999,197,3,107.03999999999999,0.5957446808510638,0.2,0.4693295917919937,9,
13000,107,3,107.07000000000001,0.3221884498480243,0.2,0.4694611303547157,13,
13002,319,1,15.0,0.9665653495440729,0.0,0.06576928136098567,3,Big Spenders
13003,106,3,98.5,0.3191489361702128,0.2,0.43188494760380586,13,
13005,174,2,37.3,0.5258358662613982,0.1,0.16354627965098434,10,
13006,57,1,31.8,0.1702127659574468,0.0,0.13943087648528962,7,
13008,324,1,15.0,0.9817629179331308,0.0,0.06576928136098567,3,Big Spenders
13012,10,8,145.47,0.02735562310030395,0.7,0.637830490638839,12,
13015,54,5,113.7,0.16109422492401215,0.4,0.49853115271627135,2,Churn Risk
13016,74,3,64.56,0.22188449848024316,0.2,0.2830709869776823,13,
13017,8,1,204.0,0.02127659574468085,0.0,0.894462226509405,8,
13023,65,2,47.7,0.1945288753799392,0.1,0.20914631472793443,6,
13028,23,2,29.279999999999998,0.0668693009118541,0.1,0.128381637216644,6,
13030,12,2,6.6899999999999995,0.03343465045592705,0.1,0.029333099486999605,0,Best Customers
13032,53,2,19.0,0.1580547112462006,0.1,0.08330775639058184,7,
13034,55,2,34.8,0.1641337386018237,0.1,0.15258473275748674,6,
13035,74,2,117.0,0.22188449848024316,0.1,0.5130003946156881,11,
13037,139,3,38.400000000000006,0.4194528875379939,0.2,0.16836936028412333,13,
13038,81,3,219.0,0.24316109422492402,0.2,0.9602315078703907,8,
13040,9,2,21.84,0.0243161094224924,0.1,0.09576007366159513,0,Best Customers
13043,274,1,59.8,0.8297872340425532,0.0,0.26220020169246283,3,Big Spenders
13044,292,1,12.600000000000001,0.8844984802431611,0.0,0.055246196343227964,3,Big Spenders
13045,100,1,17.4,0.3009118541033435,0.0,0.07629236637874337,7,
13046,31,2,39.71,0.0911854103343465,0.1,0.17411321085631606,6,
13047,32,10,203.53,0.09422492401215805,0.9,0.8924014556934274,12,
13048,15,4,47.5,0.0425531914893617,0.3,0.2082693909764546,4,Low Value
13049,65,2,106.19999999999999,0.1945288753799392,0.1,0.46564651203577845,11,
13052,213,1,23.85,0.6443768996960486,0.0,0.10457315736396722,1,Loyal Customers
13055,79,3,43.08,0.23708206686930092,0.2,0.1888893760687508,13,
13058,25,3,172.8,0.0729483282674772,0.2,0.7576621212785549,8,
13059,250,1,17.700000000000003,0.756838905775076,0.0,0.0776077520059631,1,Loyal Customers
13060,254,1,35.400000000000006,0.7689969604863222,0.0,0.1552155040119262,1,Loyal Customers
13061,73,1,9.959999999999999,0.2188449848024316,0.0,0.043670802823694475,7,
13062,192,1,60.48,0.5805471124620061,0.0,0.2651817424474942,1,Loyal Customers
13064,13,4,85.65,0.0364741641337386,0.3,0.3755425965712282,4,Low Value
13066,25,2,30.200000000000003,0.0729483282674772,0.1,0.13241548647345114,6,
13067,83,1,7.95,0.24924012158054712,0.0,0.034857719121322406,7,
13070,193,1,20.8,0.5835866261398176,0.0,0.09120007015390012,1,Loyal Customers
13072,267,1,15.0,0.8085106382978723,0.0,0.06576928136098567,3,Big Spenders
13075,130,1,47.2,0.39209726443769,0.0,0.20695400534923492,10,
13077,2,4,32.45,0.00303951367781155,0.3,0.142280878677599,6,
13079,5,5,202.4,0.0121580547112462,0.4,0.8874468364975666,8,
13080,180,1,3.3600000000000003,0.5440729483282675,0.0,0.01473231902486079,10,
13083,5,2,51.0,0.0121580547112462,0.1,0.22361555662735125,6,
13085,158,2,77.0,0.47720364741641336,0.1,0.3376156443197264,13,
13091,29,1,17.700000000000003,0.0851063829787234,0.0,0.0776077520059631,0,Best Customers
13092,71,5,84.1,0.2127659574468085,0.4,0.3687464374972596,4,Low Value
13095,71,1,9.36,0.2127659574468085,0.0,0.04104003156925505,7,
13099,100,1,207.35999999999999,0.3009118541033435,0.0,0.9091945455342657,8,
13101,235,1,9.95,0.7112462006079028,0.0,0.043626956636120484,1,Loyal Customers
13103,40,1,51.0,0.11854103343465046,0.0,0.22361555662735125,7,
13106,134,1,76.5,0.40425531914893614,0.0,0.3354233349410269,13,
13107,45,4,162.96,0.1337386018237082,0.3,0.7145174727057483,8,
13109,60,2,25.5,0.17933130699088146,0.1,0.11180777831367562,7,
13110,32,7,87.78999999999999,0.09422492401215805,0.6,0.38492568071206207,5,
13115,12,4,57.6,0.03343465045592705,0.3,0.25255404042618496,4,Low Value
13116,139,1,25.5,0.4194528875379939,0.0,0.11180777831367562,10,
13117,22,8,108.86,0.06382978723404255,0.7,0.47730959793045996,5,
13118,20,5,140.68,0.057750759878419454,0.4,0.6168281667908976,2,Churn Risk
13120,239,1,30.599999999999998,0.723404255319149,0.0,0.13416933397641076,1,Loyal Customers
13121,270,1,7.6499999999999995,0.817629179331307,0.0,0.03354233349410269,3,Big Spenders
13122,95,2,48.56999999999999,0.2857142857142857,0.1,0.21296093304687155,13,
13124,90,3,52.5,0.270516717325228,0.2,0.23019248476344983,13,
13126,5,8,142.07,0.0121580547112462,0.7,0.6229227868636822,12,
13127,78,1,34.68,0.23404255319148937,0.0,0.15205857850659885,7,
13130,95,1,39.0,0.2857142857142857,0.0,0.17100013153856272,7,
13131,24,3,46.4,0.06990881458966565,0.2,0.20344631034331565,6,
13132,262,1,15.299999999999999,0.7933130699088146,0.0,0.06708466698820538,3,Big Spenders
13133,274,2,29.75,0.8297872340425532,0.1,0.13044240803262155,3,Big Spenders
13134,86,4,125.03999999999999,0.25835866261398177,0.3,0.5482527294251764,11,
13136,57,5,115.30000000000001,0.1702127659574468,0.4,0.5055465427281098,2,Churn Risk
13137,11,8,31.84,0.030395136778115502,0.7,0.13960626123558556,5,
13138,23,6,91.82000000000001,0.0668693009118541,0.5,0.4025956943043803,2,Churn Risk
13140,109,3,35.15,0.3282674772036474,0.2,0.1541193493225764,13,
13141,85,5,84.7,0.2553191489361702,0.4,0.37137720875169905,4,Low Value
13142,20,1,20.16,0.057750759878419454,0.0,0.08839391414916474,0,Best Customers
13146,27,1,10.08,0.0790273556231003,0.0,0.04419695707458237,0,Best Customers
13149,15,4,87.24000000000001,0.0425531914893617,0.3,0.38251414039549264,4,Low Value
13151,296,1,20.4,0.8966565349544073,0.0,0.0894462226509405,3,Big Spenders
13153,6,1,6.24,0.015197568389057751,0.0,0.02736002104617004,0,Best Customers
13155,34,4,71.85,0.10030395136778116,0.3,0.3150348577191213,4,Low Value
13157,50,4,50.54,0.14893617021276595,0.3,0.2215986319989477,4,Low Value
13158,95,4,80.1,0.2857142857142857,0.3,0.35120796246766345,13,
13159,9,4,40.16,0.0243161094224924,0.3,0.1760862892971456,4,Low Value
13160,23,1,15.0,0.0668693009118541,0.0,0.06576928136098567,0,Best Customers
13161,314,1,27.0,0.9513677811550152,0.0,0.1183847064497742,3,Big Spenders
13162,123,4,32.07,0.3708206686930091,0.3,0.14061472354978735,13,
13165,47,2,80.16,0.1398176291793313,0.1,0.3514710395931074,11,
13166,284,1,2.5,0.8601823708206687,0.0,0.01096154689349761,3,Big Spenders
13167,19,4,98.58,0.0547112462006079,0.3,0.4322357171043978,11,
13168,37,4,34.849999999999994,0.1094224924012158,0.3,0.15280396369535668,6,
13169,64,2,39.300000000000004,0.19148936170212766,0.1,0.17231551716578247,7,
13170,27,1,6.75,0.0790273556231003,0.0,0.02959617661244355,0,Best Customers
13171,22,3,33.16,0.06382978723404255,0.2,0.1453939579953523,6,
13173,5,2,15.149999999999999,0.0121580547112462,0.1,0.06642697417459552,0,Best Customers
13174,17,3,36.099999999999994,0.0486322188449848,0.2,0.15828473714210547,6,
13176,47,1,0.85,0.1398176291793313,0.0,0.0037269259437891877,0,Best Customers
13177,65,1,17.700000000000003,0.1945288753799392,0.0,0.0776077520059631,7,
13182,46,1,10.5,0.13677811550151975,0.0,0.04603849695268997,0,Best Customers
13183,8,9,175.9,0.02127659574468085,0.8,0.771254439426492,12,
13184,15,10,72.2,0.0425531914893617,0.9,0.316569474284211,5,
13185,268,1,71.4,0.8115501519756839,0.0,0.31306177927829176,3,Big Spenders
13186,40,3,80.28,0.11854103343465046,0.2,0.3519971938439953,11,
13188,12,1,99.60000000000001,0.03343465045592705,0.0,0.4367080282369448,11,
13189,19,2,19.0,0.0547112462006079,0.1,0.08330775639058184,0,Best Customers
13192,96,2,41.1,0.2887537993920973,0.1,0.18020783092910073,7,
13193,62,1,2.9,0.18541033434650456,0.0,0.012715394396457228,7,
13194,136,1,34.0,0.41033434650455924,0.0,0.1490770377515675,10,
13196,12,4,73.65,0.03343465045592705,0.3,0.32292717148243966,4,Low Value
13198,11,6,109.5,0.030395136778115502,0.5,0.48011575393519534,2,Churn Risk
13200,20,4,117.45,0.057750759878419454,0.3,0.5149734730565177,11,
13203,10,4,56.879999999999995,0.02735562310030395,0.3,0.24939711492085762,4,Low Value
13207,16,2,42.120000000000005,0.04559270516717325,0.1,0.18468014206164776,6,
13208,59,6,55.419999999999995,0.1762917933130699,0.5,0.24299557153505502,4,Low Value
13210,94,1,25.5,0.2826747720364742,0.0,0.11180777831367562,7,
13211,11,3,223.2,0.030395136778115502,0.2,0.9786469066514666,8,
13212,20,3,15.1,0.057750759878419454,0.2,0.06620774323672557,6,
13213,57,5,136.42000000000002,0.1702127659574468,0.4,0.5981496908843776,2,Churn Risk
13216,268,1,69.12,0.8115501519756839,0.0,0.30306484851142196,3,Big Spenders
13218,128,1,15.0,0.3860182370820669,0.0,0.06576928136098567,10,
13221,241,2,20.3,0.729483282674772,0.1,0.0890077607752006,1,Loyal Customers
13223,201,2,115.80000000000001,0.60790273556231,0.1,0.5077388521068094,9,
13224,61,2,19.32,0.182370820668693,0.1,0.08471083439294953,7,
13226,274,1,9.95,0.8297872340425532,0.0,0.043626956636120484,3,Big Spenders
13227,202,1,67.5,0.6109422492401215,0.0,0.2959617661244355,1,Loyal Customers
13228,82,1,179.0,0.24620060790273557,0.0,0.7848467575744289,8,
13229,226,1,15.0,0.6838905775075987,0.0,0.06576928136098567,1,Loyal Customers
13232,13,7,75.3,0.0364741641337386,0.6,0.33016179243214805,5,
13233,75,2,60.839999999999996,0.22492401215805471,0.1,0.26676020520015786,13,
13235,213,1,19.799999999999997,0.6443768996960486,0.0,0.08681545139650107,1,Loyal Customers
13236,25,2,52.18,0.0729483282674772,0.1,0.22878940676108214,6,
13238,18,4,159.7,0.05167173252279635,0.3,0.7002236155566274,8,
13239,262,1,18.96,0.7933130699088146,0.0,0.08313237164028588,3,Big Spenders
13240,97,4,42.85,0.2917933130699088,0.3,0.18788091375454904,13,
13242,113,3,62.400000000000006,0.3404255319148936,0.2,0.2736002104617004,13,
13243,204,1,5.1,0.6170212765957447,0.0,0.022361555662735125,1,Loyal Customers
13244,93,1,4.95,0.2796352583586626,0.0,0.02170386284912527,7,
13245,51,1,24.900000000000002,0.1519756838905775,0.0,0.1091770070592362,7,
13247,18,4,119.55000000000001,0.05167173252279635,0.3,0.5241811724470558,11,
13248,125,2,33.36,0.3768996960486322,0.1,0.14627088174683212,10,
13253,157,2,42.36,0.47416413373860183,0.1,0.18573245056342352,10,
13255,10,2,31.6,0.02735562310030395,0.1,0.1385539527338098,6,
13256,15,1,0.0,0.0425531914893617,0.0,0.0,0,Best Customers
13258,12,3,25.34,0.03343465045592705,0.2,0.11110623931249178,6,
13259,62,1,8.5,0.18541033434650456,0.0,0.037269259437891875,7,
13260,62,1,19.92,0.18541033434650456,0.0,0.08734160564738896,7,
13262,264,1,6.959999999999999,0.7993920972644377,0.0,0.030516946551497344,3,Big Spenders
13265,54,5,166.48,0.16109422492401215,0.4,0.7299513307317929,8,
13268,18,11,83.0,0.05167173252279635,1.0,0.3639233568641207,5,
13271,38,1,0.39,0.11246200607902736,0.0,0.0017100013153856274,0,Best Customers
13272,32,2,36.660000000000004,0.09422492401215805,0.1,0.16074012364624898,6,
13273,114,1,24.900000000000002,0.3434650455927052,0.0,0.1091770070592362,7,
13276,64,2,58.2,0.19148936170212766,0.1,0.2551848116806244,6,
13277,16,4,149.0,0.04559270516717325,0.3,0.6533081948524576,8,
13278,41,1,10.5,0.12158054711246201,0.0,0.04603849695268997,0,Best Customers
13279,79,1,9.36,0.23708206686930092,0.0,0.04104003156925505,7,
13280,123,3,47.75,0.3708206686930091,0.2,0.20936554566580437,13,
13282,19,3,139.20000000000002,0.0547112462006079,0.2,0.6103389310299471,11,
13283,60,2,29.3,0.17933130699088146,0.1,0.128469329591792,7,
13285,24,4,57.4,0.06990881458966565,0.3,0.25167711667470516,4,Low Value
13291,156,1,12.450000000000001,0.47112462006079026,0.0,0.0545885035296181,10,
13292,39,2,65.1,0.11550151975683891,0.1,0.28543868110667775,6,
13294,190,2,42.0,0.574468085106383,0.1,0.18415398781075987,1,Loyal Customers
13296,138,1,15.0,0.41641337386018235,0.0,0.06576928136098567,10,
13297,8,4,164.34,0.02127659574468085,0.3,0.720568246590959,8,
13298,2,1,90.0,0.00303951367781155,0.0,0.39461568816591397,11,
13299,269,1,29.700000000000003,0.8145896656534954,0.0,0.13022317709475162,3,Big Spenders
13300,170,1,23.0,0.513677811550152,0.0,0.10084623142017801,10,
13301,104,4,65.52,0.3130699088145897,0.3,0.28728022098478534,13,
13302,156,1,63.75,0.47112462006079026,0.0,0.2795194457841891,10,
13305,5,10,224.89,0.0121580547112462,0.9,0.986056912351471,12,
13307,121,1,15.0,0.364741641337386,0.0,0.06576928136098567,10,
13308,23,3,54.36,0.0668693009118541,0.2,0.23834787565221205,6,
13309,8,5,79.64,0.02127659574468085,0.4,0.34919103783925987,4,Low Value
13310,29,3,39.42,0.0851063829787234,0.2,0.17284167141667034,6,
13311,5,2,34.54,0.0121580547112462,0.1,0.15144473188056298,6,
13313,23,5,67.78,0.0668693009118541,0.4,0.2971894593765072,4,Low Value
13314,2,3,36.980000000000004,0.00303951367781155,0.2,0.16214320164861667,6,
13317,67,6,136.0,0.2006079027355623,0.5,0.59630815100627,2,Churn Risk
13318,2,3,197.88,0.00303951367781155,0.2,0.8676283597141229,8,
13320,79,4,47.3,0.23708206686930092,0.3,0.20739246722497479,13,
13322,18,1,8.3,0.05167173252279635,0.0,0.03639233568641207,0,Best Customers
13325,82,1,16.5,0.24620060790273557,0.0,0.07234620949708423,7,
13328,317,1,19.799999999999997,0.9604863221884499,0.0,0.08681545139650107,3,Big Spenders
13329,32,2,90.6,0.09422492401215805,0.1,0.3972464594203534,11,
13330,93,3,56.28,0.2796352583586626,0.2,0.24676634366641823,13,
13332,15,1,17.0,0.0425531914893617,0.0,0.07453851887578375,0,Best Customers
13334,83,3,47.8,0.24924012158054712,0.2,0.2095847766036743,13,
13336,78,1,15.299999999999999,0.23404255319148937,0.0,0.06708466698820538,7,
13338,158,1,10.2,0.47720364741641336,0.0,0.04472311132547025,10,
13339,201,1,17.4,0.60790273556231,0.0,0.07629236637874337,1,Loyal Customers
13341,261,1,87.6,0.790273556231003,0.0,0.38409260314815624,9,
13343,178,1,19.8,0.5379939209726444,0.0,0.08681545139650108,10,
13344,68,3,79.64,0.20364741641337386,0.2,0.34919103783925987,11,
13345,288,1,17.700000000000003,0.8723404255319149,0.0,0.0776077520059631,3,Big Spenders
13347,71,1,39.599999999999994,0.2127659574468085,0.0,0.17363090279300214,7,
13348,65,1,10.2,0.1945288753799392,0.0,0.04472311132547025,7,
13349,11,1,15.600000000000001,0.030395136778115502,0.0,0.0684000526154251,0,Best Customers
13350,17,2,77.1,0.0486322188449848,0.1,0.3380541061954663,11,
13351,67,1,50.0,0.2006079027355623,0.0,0.2192309378699522,7,
13352,61,1,10.5,0.182370820668693,0.0,0.04603849695268997,7,
13354,72,1,10.5,0.21580547112462006,0.0,0.04603849695268997,7,
13355,123,1,17.700000000000003,0.3708206686930091,0.0,0.0776077520059631,10,
13356,81,1,17.4,0.24316109422492402,0.0,0.07629236637874337,7,
13357,258,1,9.9,0.7811550151975684,0.0,0.04340772569825054,3,Big Spenders
13358,269,1,17.9,0.8145896656534954,0.0,0.07848467575744289,3,Big Spenders
13359,64,1,50.0,0.19148936170212766,0.0,0.2192309378699522,7,
13362,10,4,84.3,0.02735562310030395,0.3,0.3696233612487394,4,Low Value
13363,18,2,34.5,0.05167173252279635,0.1,0.15126934713026702,6,
13364,72,1,24.96,0.21580547112462006,0.0,0.10944008418468015,7,
13365,34,2,66.0,0.10030395136778116,0.1,0.2893848379883369,6,
13366,51,1,56.160000000000004,0.1519756838905775,0.0,0.24624018941553033,7,
13368,257,2,45.480000000000004,0.7781155015197568,0.1,0.19941246108650856,1,Loyal Customers
13372,90,1,9.95,0.270516717325228,0.0,0.043626956636120484,7,
13373,61,3,54.6,0.182370820668693,0.2,0.2394001841539878,6,
13375,89,1,16.5,0.2674772036474164,0.0,0.07234620949708423,7,
13376,100,3,65.69999999999999,0.3009118541033435,0.2,0.28806945236111714,13,
13379,27,3,12.24,0.0790273556231003,0.2,0.0536677335905643,6,
13381,32,6,141.72,0.09422492401215805,0.5,0.6213881702985925,2,Churn Risk
13382,281,1,15.0,0.851063829787234,0.0,0.06576928136098567,3,Big Spenders
13384,31,7,186.20000000000002,0.0911854103343465,0.6,0.8164160126277021,12,
13385,330,1,17.700000000000003,1.0,0.0,0.0776077520059631,3,Big Spenders
13388,132,2,26.1,0.3981762917933131,0.1,0.11443854956811506,10,
13389,12,3,35.16,0.03343465045592705,0.2,0.15416319551015037,6,
13390,75,1,15.0,0.22492401215805471,0.0,0.06576928136098567,7,
13391,204,1,59.8,0.6170212765957447,0.0,0.26220020169246283,1,Loyal Customers
13394,2,8,147.03,0.00303951367781155,0.7,0.6446704959003815,12,
13395,186,1,1.92,0.5623100303951368,0.0,0.008418468014206164,10,
13396,30,2,63.06,0.08814589665653495,0.1,0.27649405884158373,6,
13398,193,1,9.959999999999999,0.5835866261398176,0.0,0.043670802823694475,1,Loyal Customers
13402,128,2,34.85,0.3860182370820669,0.1,0.1528039636953567,10,
13403,18,1,15.0,0.05167173252279635,0.0,0.06576928136098567,0,Best Customers
13404,2,2,32.34,0.00303951367781155,0.1,0.1417985706142851,6,
13405,75,3,66.0,0.22492401215805471,0.2,0.2893848379883369,13,
13410,25,5,212.6,0.0729483282674772,0.4,0.9321699478230367,8,
13411,108,1,18.75,0.3252279635258359,0.0,0.08221160170123208,7,
13416,44,2,97.7,0.13069908814589665,0.1,0.4283772525978866,11,
13417,5,2,41.2,0.0121580547112462,0.1,0.18064629280484062,6,
13419,64,1,10.5,0.19148936170212766,0.0,0.04603849695268997,7,
13420,150,2,34.2,0.45288753799392095,0.1,0.14995396150304732,10,
13421,41,2,37.05,0.12158054711246201,0.1,0.16245012496163458,6,
13422,65,1,13.200000000000001,0.1945288753799392,0.0,0.05787696759766739,7,
13425,109,3,41.7,0.3282674772036474,0.2,0.18283860218354017,13,
13427,20,3,44.22,0.057750759878419454,0.2,0.19388784145218574,6,
13428,11,1,0.65,0.030395136778115502,0.0,0.002850002192309379,0,Best Customers
13429,11,4,69.4,0.030395136778115502,0.3,0.3042925417634937,4,Low Value
13430,19,2,55.56,0.0547112462006079,0.1,0.2436094181610909,6,
13431,68,2,53.8,0.20364741641337386,0.1,0.23589248914806857,6,
13434,75,2,187.08,0.22492401215805471,0.1,0.8202744771342133,8,
13435,6,7,224.32,0.015197568389057751,0.6,0.9835576796597536,12,
13436,2,1,11.7,0.00303951367781155,0.0,0.05130003946156882,0,Best Customers
13437,15,7,106.75999999999999,0.0425531914893617,0.6,0.4681018985399219,2,Churn Risk
13439,256,1,6.5,0.7750759878419453,0.0,0.02850002192309379,3,Big Spenders
13441,92,1,12.600000000000001,0.2765957446808511,0.0,0.055246196343227964,7,
13447,24,3,34.3,0.06990881458966565,0.2,0.1503924233787872,6,
13448,17,6,74.61,0.0486322188449848,0.5,0.3271364054895427,4,Low Value
13449,24,1,20.4,0.06990881458966565,0.0,0.0894462226509405,0,Best Customers
13450,27,6,113.76,0.0790273556231003,0.5,0.4987942298417153,2,Churn Risk
13451,27,5,37.35,0.0790273556231003,0.4,0.1637655105888543,4,Low Value
13453,166,2,43.7,0.5015197568389058,0.1,0.19160783969833825,10,
13455,25,2,34.8,0.0729483282674772,0.1,0.15258473275748674,6,
